arrival_rate_per_s,typing,type_count,parent_type,child_type,eligible_parent_events,direct_child_events,B_entry
0.4,root_gate_control,16,2,4,13,0,0.0
0.4,root_gate_control,16,2,5,13,0,0.0
0.4,root_gate_control,16,2,6,13,0,0.0
0.4,root_gate_control,16,2,7,13,0,0.0
0.4,root_gate_control,16,2,8,13,0,0.0
0.4,root_gate_control,16,2,9,13,0,0.0
0.4,root_gate_control,16,2,10,13,0,0.0
0.4,root_gate_control,16,2,11,13,0,0.0
0.4,root_gate_control,16,2,12,13,0,0.0
0.4,root_gate_control,16,2,13,13,0,0.0
0.4,root_gate_control,16,2,14,13,0,0.0
0.4,root_gate_control,16,2,15,13,0,0.0
0.4,root_gate_control,16,3,0,19,0,0.0
0.4,root_gate_control,16,3,1,19,0,0.0
0.4,root_gate_control,16,3,2,19,0,0.0
0.4,root_gate_control,16,3,3,19,13,0.6842105263157895
0.4,root_gate_control,16,3,4,19,0,0.0
0.4,root_gate_control,16,3,5,19,0,0.0
0.4,root_gate_control,16,3,6,19,0,0.0
0.4,root_gate_control,16,3,7,19,0,0.0
0.4,root_gate_control,16,3,8,19,0,0.0
0.4,root_gate_control,16,3,9,19,0,0.0
0.4,root_gate_control,16,3,10,19,0,0.0
0.4,root_gate_control,16,3,11,19,0,0.0
0.4,root_gate_control,16,3,12,19,0,0.0
0.4,root_gate_control,16,3,13,19,0,0.0
0.4,root_gate_control,16,3,14,19,0,0.0
0.4,root_gate_control,16,3,15,19,0,0.0
0.4,root_gate_control,16,4,0,20,0,0.0
0.4,root_gate_control,16,4,1,20,0,0.0
0.4,root_gate_control,16,4,2,20,0,0.0
0.4,root_gate_control,16,4,3,20,0,0.0
0.4,root_gate_control,16,4,4,20,14,0.7
0.4,root_gate_control,16,4,5,20,0,0.0
0.4,root_gate_control,16,4,6,20,0,0.0
0.4,root_gate_control,16,4,7,20,0,0.0
0.4,root_gate_control,16,4,8,20,0,0.0
0.4,root_gate_control,16,4,9,20,0,0.0
0.4,root_gate_control,16,4,10,20,0,0.0
0.4,root_gate_control,16,4,11,20,0,0.0
0.4,root_gate_control,16,4,12,20,0,0.0
0.4,root_gate_control,16,4,13,20,0,0.0
0.4,root_gate_control,16,4,14,20,0,0.0
0.4,root_gate_control,16,4,15,20,0,0.0
0.4,root_gate_control,16,5,0,30,0,0.0
0.4,root_gate_control,16,5,1,30,0,0.0
0.4,root_gate_control,16,5,2,30,0,0.0
0.4,root_gate_control,16,5,3,30,0,0.0
0.4,root_gate_control,16,5,4,30,0,0.0
0.4,root_gate_control,16,5,5,30,22,0.7333333333333333
0.4,root_gate_control,16,5,6,30,0,0.0
0.4,root_gate_control,16,5,7,30,0,0.0
0.4,root_gate_control,16,5,8,30,0,0.0
0.4,root_gate_control,16,5,9,30,0,0.0
0.4,root_gate_control,16,5,10,30,0,0.0
0.4,root_gate_control,16,5,11,30,0,0.0
0.4,root_gate_control,16,5,12,30,0,0.0
0.4,root_gate_control,16,5,13,30,0,0.0
0.4,root_gate_control,16,5,14,30,0,0.0
0.4,root_gate_control,16,5,15,30,0,0.0
0.4,root_gate_control,16,6,0,9,0,0.0
0.4,root_gate_control,16,6,1,9,0,0.0
0.4,root_gate_control,16,6,2,9,0,0.0
0.4,root_gate_control,16,6,3,9,0,0.0
0.4,root_gate_control,16,6,4,9,0,0.0
0.4,root_gate_control,16,6,5,9,0,0.0
0.4,root_gate_control,16,6,6,9,5,0.5555555555555556
0.4,root_gate_control,16,6,7,9,0,0.0
0.4,root_gate_control,16,6,8,9,0,0.0
0.4,root_gate_control,16,6,9,9,0,0.0
0.4,root_gate_control,16,6,10,9,0,0.0
0.4,root_gate_control,16,6,11,9,0,0.0
0.4,root_gate_control,16,6,12,9,0,0.0
0.4,root_gate_control,16,6,13,9,0,0.0
0.4,root_gate_control,16,6,14,9,0,0.0
0.4,root_gate_control,16,6,15,9,0,0.0
0.4,root_gate_control,16,7,0,12,0,0.0
0.4,root_gate_control,16,7,1,12,0,0.0
0.4,root_gate_control,16,7,2,12,0,0.0
0.4,root_gate_control,16,7,3,12,0,0.0
0.4,root_gate_control,16,7,4,12,0,0.0
0.4,root_gate_control,16,7,5,12,0,0.0
0.4,root_gate_control,16,7,6,12,0,0.0
0.4,root_gate_control,16,7,7,12,8,0.6666666666666666
0.4,root_gate_control,16,7,8,12,0,0.0
0.4,root_gate_control,16,7,9,12,0,0.0
0.4,root_gate_control,16,7,10,12,0,0.0
0.4,root_gate_control,16,7,11,12,0,0.0
0.4,root_gate_control,16,7,12,12,0,0.0
0.4,root_gate_control,16,7,13,12,0,0.0
0.4,root_gate_control,16,7,14,12,0,0.0
0.4,root_gate_control,16,7,15,12,0,0.0
0.4,root_gate_control,16,8,0,31,0,0.0
0.4,root_gate_control,16,8,1,31,0,0.0
0.4,root_gate_control,16,8,2,31,0,0.0
0.4,root_gate_control,16,8,3,31,0,0.0
0.4,root_gate_control,16,8,4,31,0,0.0
0.4,root_gate_control,16,8,5,31,0,0.0
0.4,root_gate_control,16,8,6,31,0,0.0
0.4,root_gate_control,16,8,7,31,0,0.0
0.4,root_gate_control,16,8,8,31,23,0.7419354838709677
0.4,root_gate_control,16,8,9,31,0,0.0
0.4,root_gate_control,16,8,10,31,0,0.0
0.4,root_gate_control,16,8,11,31,0,0.0
0.4,root_gate_control,16,8,12,31,0,0.0
0.4,root_gate_control,16,8,13,31,0,0.0
0.4,root_gate_control,16,8,14,31,0,0.0
0.4,root_gate_control,16,8,15,31,0,0.0
0.4,root_gate_control,16,9,0,24,0,0.0
0.4,root_gate_control,16,9,1,24,0,0.0
0.4,root_gate_control,16,9,2,24,0,0.0
0.4,root_gate_control,16,9,3,24,0,0.0
0.4,root_gate_control,16,9,4,24,0,0.0
0.4,root_gate_control,16,9,5,24,0,0.0
0.4,root_gate_control,16,9,6,24,0,0.0
0.4,root_gate_control,16,9,7,24,0,0.0
0.4,root_gate_control,16,9,8,24,0,0.0
0.4,root_gate_control,16,9,9,24,20,0.8333333333333334
0.4,root_gate_control,16,9,10,24,0,0.0
0.4,root_gate_control,16,9,11,24,0,0.0
0.4,root_gate_control,16,9,12,24,0,0.0
0.4,root_gate_control,16,9,13,24,0,0.0
0.4,root_gate_control,16,9,14,24,0,0.0
0.4,root_gate_control,16,9,15,24,0,0.0
0.4,root_gate_control,16,10,0,23,0,0.0
0.4,root_gate_control,16,10,1,23,0,0.0
0.4,root_gate_control,16,10,2,23,0,0.0
0.4,root_gate_control,16,10,3,23,0,0.0
0.4,root_gate_control,16,10,4,23,0,0.0
0.4,root_gate_control,16,10,5,23,0,0.0
0.4,root_gate_control,16,10,6,23,0,0.0
0.4,root_gate_control,16,10,7,23,0,0.0
0.4,root_gate_control,16,10,8,23,0,0.0
0.4,root_gate_control,16,10,9,23,0,0.0
0.4,root_gate_control,16,10,10,23,18,0.782608695652174
0.4,root_gate_control,16,10,11,23,0,0.0
0.4,root_gate_control,16,10,12,23,0,0.0
0.4,root_gate_control,16,10,13,23,0,0.0
0.4,root_gate_control,16,10,14,23,0,0.0
0.4,root_gate_control,16,10,15,23,0,0.0
0.4,root_gate_control,16,11,0,24,0,0.0
0.4,root_gate_control,16,11,1,24,0,0.0
0.4,root_gate_control,16,11,2,24,0,0.0
0.4,root_gate_control,16,11,3,24,0,0.0
0.4,root_gate_control,16,11,4,24,0,0.0
0.4,root_gate_control,16,11,5,24,0,0.0
0.4,root_gate_control,16,11,6,24,0,0.0
0.4,root_gate_control,16,11,7,24,0,0.0
0.4,root_gate_control,16,11,8,24,0,0.0
0.4,root_gate_control,16,11,9,24,0,0.0
0.4,root_gate_control,16,11,10,24,0,0.0
0.4,root_gate_control,16,11,11,24,18,0.75
0.4,root_gate_control,16,11,12,24,0,0.0
0.4,root_gate_control,16,11,13,24,0,0.0
0.4,root_gate_control,16,11,14,24,0,0.0
0.4,root_gate_control,16,11,15,24,0,0.0
0.4,root_gate_control,16,12,0,42,0,0.0
0.4,root_gate_control,16,12,1,42,0,0.0
0.4,root_gate_control,16,12,2,42,0,0.0
0.4,root_gate_control,16,12,3,42,0,0.0
0.4,root_gate_control,16,12,4,42,0,0.0
0.4,root_gate_control,16,12,5,42,0,0.0
0.4,root_gate_control,16,12,6,42,0,0.0
0.4,root_gate_control,16,12,7,42,0,0.0
0.4,root_gate_control,16,12,8,42,0,0.0
0.4,root_gate_control,16,12,9,42,0,0.0
0.4,root_gate_control,16,12,10,42,0,0.0
0.4,root_gate_control,16,12,11,42,0,0.0
0.4,root_gate_control,16,12,12,42,34,0.8095238095238095
0.4,root_gate_control,16,12,13,42,0,0.0
0.4,root_gate_control,16,12,14,42,0,0.0
0.4,root_gate_control,16,12,15,42,0,0.0
0.4,root_gate_control,16,13,0,24,0,0.0
0.4,root_gate_control,16,13,1,24,0,0.0
0.4,root_gate_control,16,13,2,24,0,0.0
0.4,root_gate_control,16,13,3,24,0,0.0
0.4,root_gate_control,16,13,4,24,0,0.0
0.4,root_gate_control,16,13,5,24,0,0.0
0.4,root_gate_control,16,13,6,24,0,0.0
0.4,root_gate_control,16,13,7,24,0,0.0
0.4,root_gate_control,16,13,8,24,0,0.0
0.4,root_gate_control,16,13,9,24,0,0.0
0.4,root_gate_control,16,13,10,24,0,0.0
0.4,root_gate_control,16,13,11,24,0,0.0
0.4,root_gate_control,16,13,12,24,0,0.0
0.4,root_gate_control,16,13,13,24,19,0.7916666666666666
0.4,root_gate_control,16,13,14,24,0,0.0
0.4,root_gate_control,16,13,15,24,0,0.0
0.4,root_gate_control,16,14,0,35,0,0.0
0.4,root_gate_control,16,14,1,35,0,0.0
0.4,root_gate_control,16,14,2,35,0,0.0
0.4,root_gate_control,16,14,3,35,0,0.0
0.4,root_gate_control,16,14,4,35,0,0.0
0.4,root_gate_control,16,14,5,35,0,0.0
0.4,root_gate_control,16,14,6,35,0,0.0
0.4,root_gate_control,16,14,7,35,0,0.0
0.4,root_gate_control,16,14,8,35,0,0.0
0.4,root_gate_control,16,14,9,35,0,0.0
0.4,root_gate_control,16,14,10,35,0,0.0
0.4,root_gate_control,16,14,11,35,0,0.0
0.4,root_gate_control,16,14,12,35,0,0.0
0.4,root_gate_control,16,14,13,35,0,0.0
0.4,root_gate_control,16,14,14,35,28,0.8
0.4,root_gate_control,16,14,15,35,0,0.0
0.4,root_gate_control,16,15,0,36,0,0.0
0.4,root_gate_control,16,15,1,36,0,0.0
0.4,root_gate_control,16,15,2,36,0,0.0
0.4,root_gate_control,16,15,3,36,0,0.0
0.4,root_gate_control,16,15,4,36,0,0.0
0.4,root_gate_control,16,15,5,36,0,0.0
0.4,root_gate_control,16,15,6,36,0,0.0
0.4,root_gate_control,16,15,7,36,0,0.0
0.4,root_gate_control,16,15,8,36,0,0.0
0.4,root_gate_control,16,15,9,36,0,0.0
0.4,root_gate_control,16,15,10,36,0,0.0
0.4,root_gate_control,16,15,11,36,0,0.0
0.4,root_gate_control,16,15,12,36,0,0.0
0.4,root_gate_control,16,15,13,36,0,0.0
0.4,root_gate_control,16,15,14,36,0,0.0
0.4,root_gate_control,16,15,15,36,29,0.8055555555555556
0.5,scalar,1,0,0,835,730,0.874251497005988
0.5,severity_SR,2,0,0,305,216,0.7081967213114754
0.5,severity_SR,2,0,1,305,66,0.21639344262295082
0.5,severity_SR,2,1,0,530,1,0.0018867924528301887
0.5,severity_SR,2,1,1,530,447,0.8433962264150944
0.5,spatial_4,4,0,0,396,324,0.8181818181818182
0.5,spatial_4,4,0,1,396,0,0.0
0.5,spatial_4,4,0,2,396,0,0.0
0.5,spatial_4,4,0,3,396,0,0.0
0.5,spatial_4,4,1,0,223,43,0.19282511210762332
0.5,spatial_4,4,1,1,223,163,0.7309417040358744
0.5,spatial_4,4,1,2,223,1,0.004484304932735426
0.5,spatial_4,4,1,3,223,0,0.0
0.5,spatial_4,4,2,0,168,0,0.0
0.5,spatial_4,4,2,1,168,33,0.19642857142857142
0.5,spatial_4,4,2,2,168,121,0.7202380952380952
0.5,spatial_4,4,2,3,168,0,0.0
0.5,spatial_4,4,3,0,48,0,0.0
0.5,spatial_4,4,3,1,48,0,0.0
0.5,spatial_4,4,3,2,48,21,0.4375
0.5,spatial_4,4,3,3,48,24,0.5
0.5,spatial_8,8,0,0,257,191,0.7431906614785992
0.5,spatial_8,8,0,1,257,0,0.0
0.5,spatial_8,8,0,2,257,0,0.0
0.5,spatial_8,8,0,3,257,0,0.0
0.5,spatial_8,8,0,4,257,0,0.0
0.5,spatial_8,8,0,5,257,0,0.0
0.5,spatial_8,8,0,6,257,0,0.0
0.5,spatial_8,8,0,7,257,0,0.0
0.5,spatial_8,8,1,0,139,52,0.37410071942446044
0.5,spatial_8,8,1,1,139,81,0.5827338129496403
0.5,spatial_8,8,1,2,139,0,0.0
0.5,spatial_8,8,1,3,139,0,0.0
0.5,spatial_8,8,1,4,139,0,0.0
0.5,spatial_8,8,1,5,139,0,0.0
0.5,spatial_8,8,1,6,139,0,0.0
0.5,spatial_8,8,1,7,139,0,0.0
0.5,spatial_8,8,2,0,115,0,0.0
0.5,spatial_8,8,2,1,115,43,0.3739130434782609
0.5,spatial_8,8,2,2,115,63,0.5478260869565217
0.5,spatial_8,8,2,3,115,0,0.0
0.5,spatial_8,8,2,4,115,0,0.0
0.5,spatial_8,8,2,5,115,0,0.0
0.5,spatial_8,8,2,6,115,0,0.0
0.5,spatial_8,8,2,7,115,0,0.0
0.5,spatial_8,8,3,0,108,0,0.0
0.5,spatial_8,8,3,1,108,0,0.0
0.5,spatial_8,8,3,2,108,38,0.35185185185185186
0.5,spatial_8,8,3,3,108,62,0.5740740740740741
0.5,spatial_8,8,3,4,108,1,0.009259259259259259
0.5,spatial_8,8,3,5,108,0,0.0
0.5,spatial_8,8,3,6,108,0,0.0
0.5,spatial_8,8,3,7,108,0,0.0
0.5,spatial_8,8,4,0,92,0,0.0
0.5,spatial_8,8,4,1,92,0,0.0
0.5,spatial_8,8,4,2,92,0,0.0
0.5,spatial_8,8,4,3,92,33,0.358695652173913
0.5,spatial_8,8,4,4,92,50,0.5434782608695652
0.5,spatial_8,8,4,5,92,0,0.0
0.5,spatial_8,8,4,6,92,0,0.0
0.5,spatial_8,8,4,7,92,0,0.0
0.5,spatial_8,8,5,0,76,0,0.0
0.5,spatial_8,8,5,1,76,0,0.0
0.5,spatial_8,8,5,2,76,0,0.0
0.5,spatial_8,8,5,3,76,0,0.0
0.5,spatial_8,8,5,4,76,31,0.40789473684210525
0.5,spatial_8,8,5,5,76,40,0.5263157894736842
0.5,spatial_8,8,5,6,76,0,0.0
0.5,spatial_8,8,5,7,76,0,0.0
0.5,spatial_8,8,6,0,41,0,0.0
0.5,spatial_8,8,6,1,41,0,0.0
0.5,spatial_8,8,6,2,41,0,0.0
0.5,spatial_8,8,6,3,41,0,0.0
0.5,spatial_8,8,6,4,41,0,0.0
0.5,spatial_8,8,6,5,41,21,0.5121951219512195
0.5,spatial_8,8,6,6,41,17,0.4146341463414634
0.5,spatial_8,8,6,7,41,0,0.0
0.5,spatial_8,8,7,0,7,0,0.0
0.5,spatial_8,8,7,1,7,0,0.0
0.5,spatial_8,8,7,2,7,0,0.0
0.5,spatial_8,8,7,3,7,0,0.0
0.5,spatial_8,8,7,4,7,0,0.0
0.5,spatial_8,8,7,5,7,0,0.0
0.5,spatial_8,8,7,6,7,7,1.0
0.5,spatial_8,8,7,7,7,0,0.0
0.5,spatial_16,16,0,0,179,113,0.6312849162011173
0.5,spatial_16,16,0,1,179,0,0.0
0.5,spatial_16,16,0,2,179,0,0.0
0.5,spatial_16,16,0,3,179,0,0.0
0.5,spatial_16,16,0,4,179,0,0.0
0.5,spatial_16,16,0,5,179,0,0.0
0.5,spatial_16,16,0,6,179,0,0.0
0.5,spatial_16,16,0,7,179,0,0.0
0.5,spatial_16,16,0,8,179,0,0.0
0.5,spatial_16,16,0,9,179,0,0.0
0.5,spatial_16,16,0,10,179,0,0.0
0.5,spatial_16,16,0,11,179,0,0.0
0.5,spatial_16,16,0,12,179,0,0.0
0.5,spatial_16,16,0,13,179,0,0.0
0.5,spatial_16,16,0,14,179,0,0.0
0.5,spatial_16,16,0,15,179,0,0.0
0.5,spatial_16,16,1,0,78,61,0.782051282051282
0.5,spatial_16,16,1,1,78,17,0.21794871794871795
0.5,spatial_16,16,1,2,78,0,0.0
0.5,spatial_16,16,1,3,78,0,0.0
0.5,spatial_16,16,1,4,78,0,0.0
0.5,spatial_16,16,1,5,78,0,0.0
0.5,spatial_16,16,1,6,78,0,0.0
0.5,spatial_16,16,1,7,78,0,0.0
0.5,spatial_16,16,1,8,78,0,0.0
0.5,spatial_16,16,1,9,78,0,0.0
0.5,spatial_16,16,1,10,78,0,0.0
0.5,spatial_16,16,1,11,78,0,0.0
0.5,spatial_16,16,1,12,78,0,0.0
0.5,spatial_16,16,1,13,78,0,0.0
0.5,spatial_16,16,1,14,78,0,0.0
0.5,spatial_16,16,1,15,78,0,0.0
0.5,spatial_16,16,2,0,75,0,0.0
0.5,spatial_16,16,2,1,75,52,0.6933333333333334
0.5,spatial_16,16,2,2,75,21,0.28
0.5,spatial_16,16,2,3,75,0,0.0
0.5,spatial_16,16,2,4,75,0,0.0
0.5,spatial_16,16,2,5,75,0,0.0
0.5,spatial_16,16,2,6,75,0,0.0
0.5,spatial_16,16,2,7,75,0,0.0
0.5,spatial_16,16,2,8,75,0,0.0
0.5,spatial_16,16,2,9,75,0,0.0
0.5,spatial_16,16,2,10,75,0,0.0
0.5,spatial_16,16,2,11,75,0,0.0
0.5,spatial_16,16,2,12,75,0,0.0
0.5,spatial_16,16,2,13,75,0,0.0
0.5,spatial_16,16,2,14,75,0,0.0
0.5,spatial_16,16,2,15,75,0,0.0
0.5,spatial_16,16,3,0,64,0,0.0
0.5,spatial_16,16,3,1,64,0,0.0
0.5,spatial_16,16,3,2,64,46,0.71875
0.5,spatial_16,16,3,3,64,14,0.21875
0.5,spatial_16,16,3,4,64,0,0.0
0.5,spatial_16,16,3,5,64,0,0.0
0.5,spatial_16,16,3,6,64,0,0.0
0.5,spatial_16,16,3,7,64,0,0.0
0.5,spatial_16,16,3,8,64,0,0.0
0.5,spatial_16,16,3,9,64,0,0.0
0.5,spatial_16,16,3,10,64,0,0.0
0.5,spatial_16,16,3,11,64,0,0.0
0.5,spatial_16,16,3,12,64,0,0.0
0.5,spatial_16,16,3,13,64,0,0.0
0.5,spatial_16,16,3,14,64,0,0.0
0.5,spatial_16,16,3,15,64,0,0.0
0.5,spatial_16,16,4,0,61,0,0.0
0.5,spatial_16,16,4,1,61,0,0.0
0.5,spatial_16,16,4,2,61,0,0.0
0.5,spatial_16,16,4,3,61,43,0.7049180327868853
0.5,spatial_16,16,4,4,61,14,0.22950819672131148
0.5,spatial_16,16,4,5,61,0,0.0
0.5,spatial_16,16,4,6,61,0,0.0
0.5,spatial_16,16,4,7,61,0,0.0
0.5,spatial_16,16,4,8,61,0,0.0
0.5,spatial_16,16,4,9,61,0,0.0
0.5,spatial_16,16,4,10,61,0,0.0
0.5,spatial_16,16,4,11,61,0,0.0
0.5,spatial_16,16,4,12,61,0,0.0
0.5,spatial_16,16,4,13,61,0,0.0
0.5,spatial_16,16,4,14,61,0,0.0
0.5,spatial_16,16,4,15,61,0,0.0
0.5,spatial_16,16,5,0,54,0,0.0
0.5,spatial_16,16,5,1,54,0,0.0
0.5,spatial_16,16,5,2,54,0,0.0
0.5,spatial_16,16,5,3,54,0,0.0
0.5,spatial_16,16,5,4,54,37,0.6851851851851852
0.5,spatial_16,16,5,5,54,12,0.2222222222222222
0.5,spatial_16,16,5,6,54,0,0.0
0.5,spatial_16,16,5,7,54,0,0.0
0.5,spatial_16,16,5,8,54,0,0.0
0.5,spatial_16,16,5,9,54,0,0.0
0.5,spatial_16,16,5,10,54,0,0.0
0.5,spatial_16,16,5,11,54,0,0.0
0.5,spatial_16,16,5,12,54,0,0.0
0.5,spatial_16,16,5,13,54,0,0.0
0.5,spatial_16,16,5,14,54,0,0.0
0.5,spatial_16,16,5,15,54,0,0.0
0.5,spatial_16,16,6,0,56,0,0.0
0.5,spatial_16,16,6,1,56,0,0.0
0.5,spatial_16,16,6,2,56,0,0.0
0.5,spatial_16,16,6,3,56,0,0.0
0.5,spatial_16,16,6,4,56,0,0.0
0.5,spatial_16,16,6,5,56,38,0.6785714285714286
0.5,spatial_16,16,6,6,56,14,0.25
0.5,spatial_16,16,6,7,56,0,0.0
0.5,spatial_16,16,6,8,56,0,0.0
0.5,spatial_16,16,6,9,56,0,0.0
0.5,spatial_16,16,6,10,56,0,0.0
0.5,spatial_16,16,6,11,56,0,0.0
0.5,spatial_16,16,6,12,56,0,0.0
0.5,spatial_16,16,6,13,56,0,0.0
0.5,spatial_16,16,6,14,56,0,0.0
0.5,spatial_16,16,6,15,56,0,0.0
0.5,spatial_16,16,7,0,52,0,0.0
0.5,spatial_16,16,7,1,52,0,0.0
0.5,spatial_16,16,7,2,52,0,0.0
0.5,spatial_16,16,7,3,52,0,0.0
0.5,spatial_16,16,7,4,52,0,0.0
0.5,spatial_16,16,7,5,52,0,0.0
0.5,spatial_16,16,7,6,52,37,0.7115384615384616
0.5,spatial_16,16,7,7,52,11,0.21153846153846154
0.5,spatial_16,16,7,8,52,1,0.019230769230769232
0.5,spatial_16,16,7,9,52,0,0.0
0.5,spatial_16,16,7,10,52,0,0.0
0.5,spatial_16,16,7,11,52,0,0.0
0.5,spatial_16,16,7,12,52,0,0.0
0.5,spatial_16,16,7,13,52,0,0.0
0.5,spatial_16,16,7,14,52,0,0.0
0.5,spatial_16,16,7,15,52,0,0.0
0.5,spatial_16,16,8,0,49,0,0.0
0.5,spatial_16,16,8,1,49,0,0.0
0.5,spatial_16,16,8,2,49,0,0.0
0.5,spatial_16,16,8,3,49,0,0.0
0.5,spatial_16,16,8,4,49,0,0.0
0.5,spatial_16,16,8,5,49,0,0.0
0.5,spatial_16,16,8,6,49,0,0.0
0.5,spatial_16,16,8,7,49,33,0.673469387755102
0.5,spatial_16,16,8,8,49,11,0.22448979591836735
0.5,spatial_16,16,8,9,49,0,0.0
0.5,spatial_16,16,8,10,49,0,0.0
0.5,spatial_16,16,8,11,49,0,0.0
0.5,spatial_16,16,8,12,49,0,0.0
0.5,spatial_16,16,8,13,49,0,0.0
0.5,spatial_16,16,8,14,49,0,0.0
0.5,spatial_16,16,8,15,49,0,0.0
0.5,spatial_16,16,9,0,43,0,0.0
0.5,spatial_16,16,9,1,43,0,0.0
0.5,spatial_16,16,9,2,43,0,0.0
0.5,spatial_16,16,9,3,43,0,0.0
0.5,spatial_16,16,9,4,43,0,0.0
0.5,spatial_16,16,9,5,43,0,0.0
0.5,spatial_16,16,9,6,43,0,0.0
0.5,spatial_16,16,9,7,43,0,0.0
0.5,spatial_16,16,9,8,43,32,0.7441860465116279
0.5,spatial_16,16,9,9,43,7,0.16279069767441862
0.5,spatial_16,16,9,10,43,0,0.0
0.5,spatial_16,16,9,11,43,0,0.0
0.5,spatial_16,16,9,12,43,0,0.0
0.5,spatial_16,16,9,13,43,0,0.0
0.5,spatial_16,16,9,14,43,0,0.0
0.5,spatial_16,16,9,15,43,0,0.0
0.5,spatial_16,16,10,0,40,0,0.0
0.5,spatial_16,16,10,1,40,0,0.0
0.5,spatial_16,16,10,2,40,0,0.0
0.5,spatial_16,16,10,3,40,0,0.0
0.5,spatial_16,16,10,4,40,0,0.0
0.5,spatial_16,16,10,5,40,0,0.0
0.5,spatial_16,16,10,6,40,0,0.0
0.5,spatial_16,16,10,7,40,0,0.0
0.5,spatial_16,16,10,8,40,0,0.0
0.5,spatial_16,16,10,9,40,31,0.775
0.5,spatial_16,16,10,10,40,7,0.175
0.5,spatial_16,16,10,11,40,0,0.0
0.5,spatial_16,16,10,12,40,0,0.0
0.5,spatial_16,16,10,13,40,0,0.0
0.5,spatial_16,16,10,14,40,0,0.0
0.5,spatial_16,16,10,15,40,0,0.0
0.5,spatial_16,16,11,0,36,0,0.0
0.5,spatial_16,16,11,1,36,0,0.0
0.5,spatial_16,16,11,2,36,0,0.0
0.5,spatial_16,16,11,3,36,0,0.0
0.5,spatial_16,16,11,4,36,0,0.0
0.5,spatial_16,16,11,5,36,0,0.0
0.5,spatial_16,16,11,6,36,0,0.0
0.5,spatial_16,16,11,7,36,0,0.0
0.5,spatial_16,16,11,8,36,0,0.0
0.5,spatial_16,16,11,9,36,0,0.0
0.5,spatial_16,16,11,10,36,27,0.75
0.5,spatial_16,16,11,11,36,6,0.16666666666666666
0.5,spatial_16,16,11,12,36,0,0.0
0.5,spatial_16,16,11,13,36,0,0.0
0.5,spatial_16,16,11,14,36,0,0.0
0.5,spatial_16,16,11,15,36,0,0.0
0.5,spatial_16,16,12,0,23,0,0.0
0.5,spatial_16,16,12,1,23,0,0.0
0.5,spatial_16,16,12,2,23,0,0.0
0.5,spatial_16,16,12,3,23,0,0.0
0.5,spatial_16,16,12,4,23,0,0.0
0.5,spatial_16,16,12,5,23,0,0.0
0.5,spatial_16,16,12,6,23,0,0.0
0.5,spatial_16,16,12,7,23,0,0.0
0.5,spatial_16,16,12,8,23,0,0.0
0.5,spatial_16,16,12,9,23,0,0.0
0.5,spatial_16,16,12,10,23,0,0.0
0.5,spatial_16,16,12,11,23,21,0.9130434782608695
0.5,spatial_16,16,12,12,23,1,0.043478260869565216
0.5,spatial_16,16,12,13,23,0,0.0
0.5,spatial_16,16,12,14,23,0,0.0
0.5,spatial_16,16,12,15,23,0,0.0
0.5,spatial_16,16,13,0,18,0,0.0
0.5,spatial_16,16,13,1,18,0,0.0
0.5,spatial_16,16,13,2,18,0,0.0
0.5,spatial_16,16,13,3,18,0,0.0
0.5,spatial_16,16,13,4,18,0,0.0
0.5,spatial_16,16,13,5,18,0,0.0
0.5,spatial_16,16,13,6,18,0,0.0
0.5,spatial_16,16,13,7,18,0,0.0
0.5,spatial_16,16,13,8,18,0,0.0
0.5,spatial_16,16,13,9,18,0,0.0
0.5,spatial_16,16,13,10,18,0,0.0
0.5,spatial_16,16,13,11,18,0,0.0
0.5,spatial_16,16,13,12,18,15,0.8333333333333334
0.5,spatial_16,16,13,13,18,1,0.05555555555555555
0.5,spatial_16,16,13,14,18,0,0.0
0.5,spatial_16,16,13,15,18,0,0.0
0.5,spatial_16,16,14,0,7,0,0.0
0.5,spatial_16,16,14,1,7,0,0.0
0.5,spatial_16,16,14,2,7,0,0.0
0.5,spatial_16,16,14,3,7,0,0.0
0.5,spatial_16,16,14,4,7,0,0.0
0.5,spatial_16,16,14,5,7,0,0.0
0.5,spatial_16,16,14,6,7,0,0.0
0.5,spatial_16,16,14,7,7,0,0.0
0.5,spatial_16,16,14,8,7,0,0.0
0.5,spatial_16,16,14,9,7,0,0.0
0.5,spatial_16,16,14,10,7,0,0.0
0.5,spatial_16,16,14,11,7,0,0.0
0.5,spatial_16,16,14,12,7,0,0.0
0.5,spatial_16,16,14,13,7,7,1.0
0.5,spatial_16,16,14,14,7,0,0.0
0.5,spatial_16,16,14,15,7,0,0.0
0.5,spatial_16,16,15,0,0,0,0.0
0.5,spatial_16,16,15,1,0,0,0.0
0.5,spatial_16,16,15,2,0,0,0.0
0.5,spatial_16,16,15,3,0,0,0.0
0.5,spatial_16,16,15,4,0,0,0.0
0.5,spatial_16,16,15,5,0,0,0.0
0.5,spatial_16,16,15,6,0,0,0.0
0.5,spatial_16,16,15,7,0,0,0.0
0.5,spatial_16,16,15,8,0,0,0.0
0.5,spatial_16,16,15,9,0,0,0.0
0.5,spatial_16,16,15,10,0,0,0.0
0.5,spatial_16,16,15,11,0,0,0.0
0.5,spatial_16,16,15,12,0,0,0.0
0.5,spatial_16,16,15,13,0,0,0.0
0.5,spatial_16,16,15,14,0,0,0.0
